"ID","Name","Rating","Degree","Specialization","Review_Date","Review_Text","Word_Count","Sentiment_Label","Sentiment_Score"
1234,"Anonymous",4.3,"B.Tech","Computer Science and Engineering","2023-11-11","I don’t like how the student and faculty ratio is 60-40  ~ Praveen Kumar, BCA Lot of exams yearly 3 exams in a semester 2-3 quiz and 1-2 DA  ~ Kartik Navnath Narare, B.Tech Water is really bad. 750+ TDS. It makes you go bald. Really.  ~ Piyush Prajapati, B.Des",50,"Neutral",1.3
1235,"PARTH PRITAM MOHANTY",3.5,"B.Tech","Cloud Computing","2023-11-11","The infrastructure of the college is very nice . There is no discrimination every one is treated as same All cultural activities are encouraged here.",25,"Neutral",1.3
1236,"Saksham Bajpai",4.6,"B.Tech","Computer Science and Engineering","2023-11-11","80 percentage attendance should be there . There is still construction works are going. Because of assignments and record works there is some stress",24,"Neutral",1.3
1237,"Ashwin J R",3.5,"B.Tech","Computer Science and Engineering","2023-11-11","The curriculum is well build and flexible according to the students need There are a lot of physical activities present in our campus Annual fest in our college is organized very grandly",32,"Positive",2
1238,"Anshu Rathor",3.6,"B.Tech + M.Tech","Artificial Intelligence","2023-11-10","College is a bit overcrowded with 14000+ people in the campus You dont have much night life in campus . You are supposed to be inside the hostel by 8:30 Management is not that good with so many people . Weather is also very bad",45,"Neutral",1.3
1239,"UJWALA RAJESH GURMULEY",3.9,"B.Tech + M.Tech","Computational and Data Science","2023-11-10","Specially infrastructures are too good . Specially teachers are very specific and good Up to dates in technologies specialization in btech",21,"Positive",1.7
1240,"Juilee Deshpande",3.9,"B.Tech + M.Tech","Cyber security","2023-11-10","Too strict for students we can go anywhere till 5 Too much you can say securities in our college Sometime we have didn't get properly water facilities in my college",30,"Neutral",1.3
1241,"Santhosh",4.2,"B.Tech","Blockchain","2023-11-10","Placements were the best part about this college, you would get a good package compared to many colleges in AP The infrastructure was also decent and we can find many things we need within the campus. About courses they are very best that you will find very useful about the courses that college providing",54,"Positive",2.7
1242,"Rithvik Pabbati",4.3,"B.Tech","Electronics & Communication Engineering","2023-11-10","They were very strict rules . Rules are good but some unnecessary rules are becoming very problematic which irritate us very much The food in hostel was not that good and if you to eat in canteen it would be costly. The prices here are high no cost effective If student get any problem regarding any issue it would much time to get resolved it need to be improved",69,"Negative",0
1243,"Saravana Kumar S",4.3,"B.Tech","Information Technology","2023-11-10","Hostel facility is better compared to the rest of the hostels ive been in. Professors are good, most of them are good. It follows FFCS time table system. That really give talented people an edge.",35,"Positive",2.3
1244,"KRITIKA SAINI",2.4,"B.Tech","Computer Science and Engineering","2023-11-10","This college is always under construction. This could be quite overwhelming for people who are not used to crowds Temperature makes it difficult and makes you lazy.",27,"Negative",0.3
1245,"Ekansh Sukla",3.8,"B.Tech","Mechanical Engineering","2023-11-10","beautiful campus                           diversity less crowded                    than  vit vellore greenery                            as well as clean",13,"Positive",2
1246,"Syed peer",4.8,"B.Tech","Mechanical Engineering","2023-11-09","dogs                                     i hate them language                              but we manage ffcs priority to day scholars but never mind",16,"Negative",1
1247,"Nithin",4.4,"B.Tech","Electronics & Communication Engineering","2023-11-09","VIT Chennai boasts modern infrastructure equipped with state-of-the-art facilities including well-equipped laboratories VIT Chennai celebrates diversity and fosters a vibrant campus life with a wide range of cultural, sports Heavy Workload: Some students may find the academic workload at VIT Chennai to be challenging and demanding",46,"Positive",2
1248,"Harshul Gupta",4,"B.Tech","Artificial Intelligence & Machine Learning","2023-11-09","Limited Campus Amenities: While VIT Chennai offers a range of facilities, some students may feel that certain amenities The bustling campuses of VIT provide students with a lively and enriching experience of campus life. Events ranging from sporting competitions and club activities to cultural festivals and events are always taking place to keep students interested  Numerous prestigious companies often hire students from VIT, demonstrating the university's high placement record. ",69,"Positive",1.7
1249,"Anonymous",4,"B.Tech","Mechanical Engineering","2023-11-09","To assist prospective business owners in transforming their concepts into profitable endeavors, the institution provides mentorship programs, startup competitions, and incubation facilities. Class sizes at VIT can occasionally be enormous due to the high enrollment rate, which could result in less customized attention from faculty members. Not everyone may thrive in VIT's competitive academic atmosphere. Some students could experience severe academic pressure, which can cause worry and anxiety.",68,"Negative",1
1250,"Haseeb Zaki",3.5,"B.Tech","Computer Science and Engineering","2023-11-09","Students are obliged to abide by specific rules and regulations at VIT, which may feel onerous to some. Curfews, clothing codes, and disciplinary actions are a few examples of this. All the faculties are cooperative, supportive. The campus is made Ragging free. It makes comfortable for fresher.",47,"Positive",2.7
1251,"Aahana",4,"B.Tech","Mechanical Engineering","2023-11-09","Classes are well designed, infrastructure is modern and adapted modern technologies. Had to walk to Academic block from hostel which is approx. 2kms at atime. Every event has fees for participation in event.",33,"Positive",2
1252,"Arunava Sikder",4.4,"B.Tech","Artificial Intelligence & Machine Learning","2023-11-07","Campus is still developing, will develop completely soon. One of my senior got placed in Couch Base for 34LPA CTC another got placed in Unilever for 42LPA but this was for CSE and related branches while few of my seniors got decent package from mechanical branch too 8-12L in companies like Mercedes a Euler  ~ Anonymous, B.Tech FFCS. A study who is facing difficulty to study more, can take less number of credits and it will reduce the burden of the students. And the student can also Complete the entire course in 4 years instead of 5years  by taking maximum no of credits.  ~ Supriya R Patil, B.Sc + M.Sc",110,"Neutral",1.3
1253,"Rishabh Singh",3.9,"B.Tech + M.Tech","Cyber security","2023-11-06","Campus Life in Vit is simply magnificent.All types of facilities are provided inside the campus including sport complex and restaurants.The girls to boys ratio in Mechanical engineering is surprisinly high of about 1:7.  ~ Mithilesh Angal, B.Tech I don’t like how the student and faculty ratio is 60-40  ~ Praveen Kumar, BCA Lot of exams yearly 3 exams in a semester 2-3 quiz and 1-2 DA  ~ Kartik Navnath Narare, B.Tech",71,"Positive",1.7
1254,"Manjith",3.7,"B.Tech","Computer Science and Engineering","2023-11-06","Water is really bad. 750+ TDS. It makes you go bald. Really.  ~ Piyush Prajapati, B.Des Campus life. The campus life here is happening. Ragging free campus. There is zero ragging, in reality too. The seniors here are cooperative.",39,"Positive",1.7
1255,"Ashish Raj",3.9,"B.Tech","Mechanical Engineering","2023-11-06","Opportunities for varies Hackathons and such events. The college is 50 km away from Bhopal city. There is no place here to go for outing except Bhopal Too many restrictions to go out of the Campus. Only 2 outing leaves are allowed per month here.",45,"Neutral",1.3
1256,"Hardik Singh",3.6,"M.Tech","Computer Science And Engineering","2023-11-05","The campus is still under construction, many things are still not properly done. Like this college good frienly and extracurricular Looking forward good people añd good atmosphere",27,"Positive",2.3
1257,"Vidhan",4.5,"B.Tech","Information Technology","2023-11-05","Hoste good atmosphere çleaning good atmosphere Ño Dislike different attachment for women No dislikes only college memories always like this college",21,"Neutral",1.3
